	censoption	model	promptIndex	inputIndex	lang	seedoption	concordanceExact	concordanceCaseinsensitive	concordanceContent	maxCharDiff	maxRuntimeDiff	medianRuntime	parseable1	parseable2	parseable3	parseable	answer1	answer2	answer3	correct1	correct2	correct3	allCorrect
49	0	claude-3-5-haiku-20241022	0	24	1	False	True	True	True	0	2.4525232	11.55744	True	True	True	True	TURP	kyllä	4+4=8	True	True	True	True
50	0	claude-3-5-haiku-20241022	1	0	0	False	False	False	True	7	0.7286048	3.7012622	True	True	True	True	TURP	no	NA	False	True	True	False
51	0	claude-3-5-haiku-20241022	1	0	1	False	True	True	True	0	0.6255224	3.8911593	True	True	True	True	TURP	ei	NA	False	False	True	False
52	0	claude-3-5-haiku-20241022	1	1	0	False	False	False	True	38	0.31417966	2.4026868	True	True	True	True	biopsy	no	NA	True	True	True	True
53	0	claude-3-5-haiku-20241022	1	1	1	False	False	False	True	7	1.0065055	5.544197	True	True	True	True	biopsy	ei	NA	True	True	True	True
54	0	claude-3-5-haiku-20241022	1	2	0	False	False	False	True	71	0.07287812	2.7303367	True	True	True	True	RP	no	NA	True	True	True	True
55	0	claude-3-5-haiku-20241022	1	2	1	False	True	True	True	0	2.5684857	5.000352	True	True	True	True	RP	ei	NA	True	True	True	True
56	0	claude-3-5-haiku-20241022	1	3	0	False	False	False	True	4	0.2195704	2.6605432	True	True	True	True	TURP	no	NA	True	True	True	True
57	0	claude-3-5-haiku-20241022	1	3	1	False	True	True	True	0	1.4544373	4.4993467	True	True	True	True	biopsy	ei	NA	False	True	True	False
58	0	claude-3-5-haiku-20241022	1	4	0	False	False	False	True	32	0.75572276	2.8266985	True	True	True	True	biopsy	no	NA	True	True	True	True
59	0	claude-3-5-haiku-20241022	1	4	1	False	True	True	True	0	0.833822	3.733212	True	True	True	True	biopsy	ei	NA	True	True	True	True
60	0	claude-3-5-haiku-20241022	1	5	0	False	True	True	True	0	0.16610837	3.0819151	True	True	True	True	RP	yes	4+5=9	True	True	True	True
61	0	claude-3-5-haiku-20241022	1	5	1	False	True	True	True	0	2.953868	9.29101	True	True	True	True	RP	kyllä	4+5=9	True	True	True	True
62	0	claude-3-5-haiku-20241022	1	6	0	False	True	True	True	0	0.14565563	3.0990977	True	True	True	True	TURP	no	NA	True	True	True	True
63	0	claude-3-5-haiku-20241022	1	6	1	False	True	True	True	0	1.2944956	8.648253	True	True	True	True	TURP	ei	NA	True	True	True	True
64	0	claude-3-5-haiku-20241022	1	7	0	False	False	False	True	6	0.056642532	4.965996	True	True	True	True	biopsy	yes	NA	True	False	True	False
65	0	claude-3-5-haiku-20241022	1	7	1	False	True	True	True	0	2.363514	8.882957	True	True	True	True	biopsy	ei	NA	True	True	True	True
66	0	claude-3-5-haiku-20241022	1	8	0	False	True	True	True	0	0.5329654	2.833815	True	True	True	True	RP	yes	4+3=7	True	True	True	True
67	0	claude-3-5-haiku-20241022	1	8	1	False	True	True	True	0	2.013424	11.606967	True	True	True	True	RP	kyllä	4+3=7	True	True	True	True
68	0	claude-3-5-haiku-20241022	1	9	0	False	False	False	True	7	0.46904922	3.3205009	True	True	True	True	TURP	no	NA	True	True	True	True
69	0	claude-3-5-haiku-20241022	1	9	1	False	True	True	True	0	2.7809277	8.812813	True	True	True	True	TURP	ei	NA	True	True	True	True
70	0	claude-3-5-haiku-20241022	1	10	0	False	True	True	True	0	0.31472898	4.1589355	True	True	True	True	biopsy	no	NA	True	True	True	True
71	0	claude-3-5-haiku-20241022	1	10	1	False	True	True	True	0	3.819415	7.279448	True	True	True	True	biopsy	ei	NA	True	True	True	True
72	0	claude-3-5-haiku-20241022	1	11	0	False	True	True	True	0	1.0193558	4.299225	True	True	True	True	RP	yes	4+3=7	True	True	True	True
73	0	claude-3-5-haiku-20241022	1	11	1	False	True	True	True	0	10.825358	7.797387	True	True	True	True	RP	kyllä	4+3=7	True	True	True	True
74	0	claude-3-5-haiku-20241022	1	12	0	False	True	True	True	0	1.1333742	4.389398	True	True	True	True	TURP	no	NA	True	True	True	True
75	0	claude-3-5-haiku-20241022	1	12	1	False	True	True	True	0	2.0010047	5.577999	True	True	True	True	TURP	ei	NA	True	True	True	True
76	0	claude-3-5-haiku-20241022	1	13	0	False	True	True	True	0	1.0872228	2.3680255	True	True	True	True	biopsy	yes	4+5=9	True	True	True	True
77	0	claude-3-5-haiku-20241022	1	13	1	False	True	True	True	0	1.523552	9.3022995	True	True	True	True	biopsy	kyllä	4+5=9	True	True	True	True
78	0	claude-3-5-haiku-20241022	1	14	0	False	True	True	True	0	0.92877054	5.2108793	True	True	True	True	RP	yes	3+4=7	True	True	True	True
79	0	claude-3-5-haiku-20241022	1	14	1	False	True	True	True	0	0.76818085	7.8732734	True	True	True	True	RP	kyllä	3+4=7	True	True	True	True
80	0	claude-3-5-haiku-20241022	1	15	0	False	True	True	True	0	0.8726926	4.0641165	True	True	True	True	biopsy	yes	4+4=8	False	True	True	False
81	0	claude-3-5-haiku-20241022	1	15	1	False	True	True	True	0	0.56949997	10.346376	True	True	True	True	TURP	kyllä	4+4=8	True	True	True	True
82	0	claude-3-5-haiku-20241022	1	16	0	False	False	False	True	23	0.9291308	4.443988	True	True	True	True	biopsy	yes	3+4=7	True	True	True	True
83	0	claude-3-5-haiku-20241022	1	16	1	False	True	True	True	0	4.818678	11.027487	True	True	True	True	biopsy	kyllä	3+4=7	True	True	True	True
84	0	claude-3-5-haiku-20241022	1	17	0	False	True	True	True	0	0.53701305	4.6448326	True	True	True	True	RP	yes	4+3=7	True	True	True	True
85	0	claude-3-5-haiku-20241022	1	17	1	False	True	True	True	0	7.240286	11.52378	True	True	True	True	RP	kyllä	4+3=7	True	True	True	True
86	0	claude-3-5-haiku-20241022	1	18	0	False	True	True	True	0	4.145287	4.7789774	True	True	True	True	biopsy	yes	3+4=7	False	True	True	False
87	0	claude-3-5-haiku-20241022	1	18	1	False	True	True	True	0	2.9258528	10.412603	True	True	True	True	TURP	kyllä	3+4=7	True	True	True	True
88	0	claude-3-5-haiku-20241022	1	19	0	False	True	True	True	0	1.1273959	4.3891134	True	True	True	True	biopsy	yes	3+4=7	True	True	True	True
89	0	claude-3-5-haiku-20241022	1	19	1	False	True	True	True	0	10.349897	9.962801	True	True	True	True	biopsy	kyllä	3+4=7	True	True	True	True
90	0	claude-3-5-haiku-20241022	1	20	0	False	True	True	True	0	1.0165405	9.222791	True	True	True	True	RP	yes	4+4=8	True	True	True	True
91	0	claude-3-5-haiku-20241022	1	20	1	False	True	True	True	0	1.5030241	12.239821	True	True	True	True	RP	kyllä	4+4=8	True	True	True	True
92	0	claude-3-5-haiku-20241022	1	21	0	False	True	True	True	0	1.2987165	9.634932	True	True	True	True	TURP	yes	5+4=9	True	True	True	True
93	0	claude-3-5-haiku-20241022	1	21	1	False	True	True	True	0	1.7122364	10.834541	True	True	True	True	RP	kyllä	5+4=9	False	True	True	False
94	0	claude-3-5-haiku-20241022	1	22	0	False	True	True	True	0	2.06713	11.276268	True	True	True	True	biopsy	yes	3+4=7	True	True	True	True
95	0	claude-3-5-haiku-20241022	1	22	1	False	True	True	True	0	1.1981916	9.502761	True	True	True	True	biopsy	kyllä	3+4=7	True	True	True	True
96	0	claude-3-5-haiku-20241022	1	23	0	False	True	True	True	0	0.7611494	10.83343	True	True	True	True	RP	yes	4+5=9	True	True	True	True
97	0	claude-3-5-haiku-20241022	1	23	1	False	True	True	True	0	3.5735683	10.5146265	True	True	True	True	RP	kyllä	4+5=9	True	True	True	True
98	0	claude-3-5-haiku-20241022	1	24	0	False	True	True	True	0	4.4305058	10.691301	True	True	True	True	TURP	yes	4+4=8	True	True	True	True
99	0	claude-3-5-haiku-20241022	1	24	1	False	True	True	True	0	5.9824934	10.692301	True	True	True	True	TURP	kyllä	4+4=8	True	True	True	True
100	0	claude-3-5-haiku-20241022	2	0	0	False	True	True	True	0	0.8405745	3.2546108	True	True	True	True	biopsy	no	NA	False	True	True	False
101	0	claude-3-5-haiku-20241022	2	0	1	False	False	False	True	18	1.0273442	4.5947714	True	True	True	True	TURP	ei	NA	False	False	True	False
102	0	claude-3-5-haiku-20241022	2	1	0	False	True	True	True	0	1.0279198	2.7277415	True	True	True	True	biopsy	no	NA	True	True	True	True
103	0	claude-3-5-haiku-20241022	2	1	1	False	True	True	True	0	1.5951619	5.9018173	True	True	True	True	biopsy	ei	NA	True	True	True	True
104	0	claude-3-5-haiku-20241022	2	2	0	False	True	True	True	0	0.38577747	2.591053	True	True	True	True	RP	no	NA	True	True	True	True
105	0	claude-3-5-haiku-20241022	2	2	1	False	False	False	True	17	1.6926641	8.482888	True	True	True	True	RP	ei	NA	True	True	True	True
106	0	claude-3-5-haiku-20241022	2	3	0	False	False	False	True	5	0.94562054	3.6247404	True	True	True	True	TURP	no	NA	True	True	True	True
107	0	claude-3-5-haiku-20241022	2	3	1	False	False	False	True	11	1.4996493	4.639152	True	True	True	True	biopsy	ei	NA	False	True	True	False
108	0	claude-3-5-haiku-20241022	2	4	0	False	True	True	True	0	1.5280328	2.8325315	True	True	True	True	biopsy	no	NA	True	True	True	True
109	0	claude-3-5-haiku-20241022	2	4	1	False	False	False	True	39	1.9636736	5.599138	True	True	True	True	biopsy	ei	NA	True	True	True	True
110	0	claude-3-5-haiku-20241022	2	5	0	False	True	True	True	0	3.6511474	3.3836665	True	True	True	True	RP	yes	4+5=9	True	True	True	True
111	0	claude-3-5-haiku-20241022	2	5	1	False	True	True	True	0	1.5094519	9.952	True	True	True	True	RP	kyllä	4+5=9	True	True	True	True
112	0	claude-3-5-haiku-20241022	2	6	0	False	False	False	True	124	0.6038797	3.1953483	True	True	True	True	TURP	no	NA	True	True	True	True
113	0	claude-3-5-haiku-20241022	2	6	1	False	True	True	True	0	5.1550093	10.502999	True	True	True	True	TURP	ei	NA	True	True	True	True
114	0	claude-3-5-haiku-20241022	2	7	0	False	False	False	True	2	1.8858647	4.8304105	True	True	True	True	biopsy	no	NA	True	True	True	True
115	0	claude-3-5-haiku-20241022	2	7	1	False	True	True	True	0	1.7618761	8.044253	True	True	True	True	biopsy	ei	NA	True	True	True	True
116	0	claude-3-5-haiku-20241022	2	8	0	False	True	True	True	0	0.33036208	2.8361654	True	True	True	True	RP	yes	4+3=7	True	True	True	True
117	0	claude-3-5-haiku-20241022	2	8	1	False	True	True	True	0	4.997363	9.311102	True	True	True	True	RP	kyllä	4+3=7	True	True	True	True
118	0	claude-3-5-haiku-20241022	2	9	0	False	True	True	True	0	0.20794916	2.9444447	True	True	True	True	TURP	no	NA	True	True	True	True
119	0	claude-3-5-haiku-20241022	2	9	1	False	True	True	True	0	1.9579506	9.377692	True	True	True	True	TURP	ei	NA	True	True	True	True
120	0	claude-3-5-haiku-20241022	2	10	0	False	True	True	True	0	1.0660012	3.8961167	True	True	True	True	biopsy	no	NA	True	True	True	True
121	0	claude-3-5-haiku-20241022	2	10	1	False	True	True	True	0	1.7941284	8.392779	True	True	True	True	biopsy	ei	NA	True	True	True	True
122	0	claude-3-5-haiku-20241022	2	11	0	False	True	True	True	0	2.11197	3.8040547	True	True	True	True	RP	yes	4+3=7	True	True	True	True
123	0	claude-3-5-haiku-20241022	2	11	1	False	True	True	True	0	2.0493145	9.358309	True	True	True	True	RP	kyllä	4+3=7	True	True	True	True
124	0	claude-3-5-haiku-20241022	2	12	0	False	True	True	True	0	3.9646251	5.127571	True	True	True	True	TURP	no	NA	True	True	True	True
125	0	claude-3-5-haiku-20241022	2	12	1	False	True	True	True	0	8.189288	8.893743	True	True	True	True	biopsy	ei	NA	False	True	True	False
126	0	claude-3-5-haiku-20241022	2	13	0	False	True	True	True	0	1.3265243	4.3899765	True	True	True	True	biopsy	yes	4+5=9	True	True	True	True
127	0	claude-3-5-haiku-20241022	2	13	1	False	True	True	True	0	9.318567	9.065526	True	True	True	True	biopsy	kyllä	4+5=9	True	True	True	True
128	0	claude-3-5-haiku-20241022	2	14	0	False	True	True	True	0	4.418332	4.394203	True	True	True	True	RP	yes	3+4=7	True	True	True	True
129	0	claude-3-5-haiku-20241022	2	14	1	False	True	True	True	0	4.6049805	12.551718	True	True	True	True	RP	kyllä	3+4=7	True	True	True	True
130	0	claude-3-5-haiku-20241022	2	15	0	False	True	True	True	0	4.443165	5.029462	True	True	True	True	TURP	yes	4+4=8	True	True	True	True
131	0	claude-3-5-haiku-20241022	2	15	1	False	True	True	True	0	3.6619349	8.764221	True	True	True	True	TURP	kyllä	4+4=8	True	True	True	True
132	0	claude-3-5-haiku-20241022	2	16	0	False	True	True	True	0	0.5357361	3.9932249	True	True	True	True	biopsy	yes	3+4=7	True	True	True	True
133	0	claude-3-5-haiku-20241022	2	16	1	False	True	True	True	0	2.4962778	9.438574	True	True	True	True	biopsy	kyllä	3+4=7	True	True	True	True
134	0	claude-3-5-haiku-20241022	2	17	0	False	True	True	True	0	2.9805646	5.302684	True	True	True	True	RP	yes	4+3=7	True	True	True	True
135	0	claude-3-5-haiku-20241022	2	17	1	False	True	True	True	0	2.3717794	9.243452	True	True	True	True	RP	kyllä	4+3=7	True	True	True	True
136	0	claude-3-5-haiku-20241022	2	18	0	False	True	True	True	0	0.6216669	4.902156	True	True	True	True	biopsy	yes	3+4=7	False	True	True	False
137	0	claude-3-5-haiku-20241022	2	18	1	False	True	True	True	0	0.80661774	9.043591	True	True	True	True	TURP	kyllä	3+4=7	True	True	True	True
138	0	claude-3-5-haiku-20241022	2	19	0	False	True	True	True	0	0.5898261	4.544736	True	True	True	True	biopsy	yes	3+4=7	True	True	True	True
139	0	claude-3-5-haiku-20241022	2	19	1	False	True	True	True	0	5.280561	8.9992	True	True	True	True	biopsy	kyllä	3+4=7	True	True	True	True
140	0	claude-3-5-haiku-20241022	2	20	0	False	True	True	True	0	2.1331673	12.845354	True	True	True	True	RP	yes	4+4=8	True	True	True	True
141	0	claude-3-5-haiku-20241022	2	20	1	False	True	True	True	0	2.572607	10.718128	True	True	True	True	RP	kyllä	4+4=8	True	True	True	True
142	0	claude-3-5-haiku-20241022	2	21	0	False	True	True	True	0	1.3494587	11.164617	True	True	True	True	TURP	yes	5+4=9	True	True	True	True
143	0	claude-3-5-haiku-20241022	2	21	1	False	False	False	True	26	1.1425886	11.399721	True	True	True	True	biopsy	kyllä	5+4=9	False	True	True	False
144	0	claude-3-5-haiku-20241022	2	22	0	False	True	True	True	0	2.419488	11.746556	True	True	True	True	biopsy	yes	3+4=7	True	True	True	True
145	0	claude-3-5-haiku-20241022	2	22	1	False	True	True	True	0	1.3427839	10.562684	True	True	True	True	biopsy	kyllä	3+4=7	True	True	True	True
146	0	claude-3-5-haiku-20241022	2	23	0	False	True	True	True	0	1.1108856	11.353375	True	True	True	True	RP	yes	4+5=9	True	True	True	True
147	0	claude-3-5-haiku-20241022	2	23	1	False	True	True	True	0	3.6500225	10.161043	True	True	True	True	RP	kyllä	4+5=9	True	True	True	True
148	0	claude-3-5-haiku-20241022	2	24	0	False	True	True	True	0	6.3527136	12.29957	True	True	True	True	TURP	yes	4+4=8	True	True	True	True
149	0	claude-3-5-haiku-20241022	2	24	1	False	True	True	True	0	1.3064942	7.0790024	True	True	True	True	TURP	kyllä	4+4=8	True	True	True	True
150	0	claude-3-5-sonnet-20240620	0	0	0	False	True	True	True	0	0.12507057	1.214812	True	True	True	True	TURP	no	NA	False	True	True	False
151	0	claude-3-5-sonnet-20240620	0	0	1	False	True	True	True	0	0.011008978	1.1600986	True	True	True	True	TURP	ei	NA	False	False	True	False
152	0	claude-3-5-sonnet-20240620	0	1	0	False	True	True	True	0	0.0666101	1.3619003	True	True	True	True	biopsy	no	NA	True	True	True	True
153	0	claude-3-5-sonnet-20240620	0	1	1	False	False	False	True	20	5.171007	2.0266092	True	True	True	True	biopsy	ei	NA	True	True	True	True
154	0	claude-3-5-sonnet-20240620	0	2	0	False	False	False	True	3	0.20264268	1.5304222	True	True	True	True	RP	no	NA	True	True	True	True
155	0	claude-3-5-sonnet-20240620	0	2	1	False	False	False	True	10	3.185166	2.686581	True	True	True	True	RP	ei	NA	True	True	True	True
156	0	claude-3-5-sonnet-20240620	0	3	0	False	False	False	True	99	0.58906126	2.8844943	True	True	True	True	TURP	no	NA	True	True	True	True
157	0	claude-3-5-sonnet-20240620	0	3	1	False	True	True	True	0	0.62800026	1.9470003	True	True	True	True	TURP	ei	NA	True	True	True	True
158	0	claude-3-5-sonnet-20240620	0	4	0	False	True	True	True	0	0.16691852	1.2650518	True	True	True	True	biopsy	no	NA	True	True	True	True
159	0	claude-3-5-sonnet-20240620	0	4	1	False	False	False	True	76	0.08994484	2.1430013	True	True	True	True	biopsy	ei	NA	True	True	True	True
160	0	claude-3-5-sonnet-20240620	0	5	0	False	True	True	True	0	0.5013583	1.2843857	True	True	True	True	RP	yes	4+5=9	True	True	True	True
161	0	claude-3-5-sonnet-20240620	0	5	1	False	True	True	True	0	0.30259514	1.2850015	True	True	True	True	RP	kyllä	4+5=9	True	True	True	True
162	0	claude-3-5-sonnet-20240620	0	6	0	False	True	True	True	0	0.17301369	1.2141156	True	True	True	True	TURP	no	NA	True	True	True	True
163	0	claude-3-5-sonnet-20240620	0	6	1	False	False	False	True	28	0.68101454	4.7640085	True	True	True	True	TURP	ei	NA	True	True	True	True
164	0	claude-3-5-sonnet-20240620	0	7	0	False	True	True	True	0	0.36583972	1.4841847	True	True	True	True	biopsy	no	NA	True	True	True	True
165	0	claude-3-5-sonnet-20240620	0	7	1	False	True	True	True	0	0.4869988	1.2710049	True	True	True	True	biopsy	ei	NA	True	True	True	True
166	0	claude-3-5-sonnet-20240620	0	8	0	False	False	False	True	3	0.16966939	1.310214	True	True	True	True	RP	yes	4+3=7	True	True	True	True
167	0	claude-3-5-sonnet-20240620	0	8	1	False	True	True	True	0	0.59144855	1.2995732	True	True	True	True	RP	kyllä	4+3=7	True	True	True	True
168	0	claude-3-5-sonnet-20240620	0	9	0	False	False	False	True	513	1.6770866	2.8742723	True	True	True	True	TURP	no	NA	True	True	True	True
169	0	claude-3-5-sonnet-20240620	0	9	1	False	True	True	True	0	0.91399646	1.7211611	True	True	True	True	TURP	ei	NA	True	True	True	True
170	0	claude-3-5-sonnet-20240620	0	10	0	False	True	True	True	0	0.015650034	1.0992951	True	True	True	True	biopsy	no	NA	True	True	True	True
171	0	claude-3-5-sonnet-20240620	0	10	1	False	True	True	True	0	1.5051064	1.7550006	True	True	True	True	biopsy	ei	NA	True	True	True	True
172	0	claude-3-5-sonnet-20240620	0	11	0	False	True	True	True	0	0.68528247	1.228553	True	True	True	True	RP	yes	4+3=7	True	True	True	True
173	0	claude-3-5-sonnet-20240620	0	11	1	False	True	True	True	0	0.24144244	1.2438719	True	True	True	True	RP	kyllä	4+3=7	True	True	True	True
174	0	claude-3-5-sonnet-20240620	0	12	0	False	True	True	True	0	0.22334862	2.8097014	True	True	True	True	TURP	no	NA	True	True	True	True
175	0	claude-3-5-sonnet-20240620	0	12	1	False	True	True	True	0	0.4835515	1.4529998	True	True	True	True	TURP	ei	NA	True	True	True	True
176	0	claude-3-5-sonnet-20240620	0	13	0	False	True	True	True	0	0.023535252	1.3843689	True	True	True	True	biopsy	yes	4+5=9	True	True	True	True
177	0	claude-3-5-sonnet-20240620	0	13	1	False	True	True	True	0	0.611254	1.3010001	True	True	True	True	biopsy	kyllä	4+5=9	True	True	True	True
178	0	claude-3-5-sonnet-20240620	0	14	0	False	True	True	True	0	0.08070445	3.447094	True	True	True	True	RP	yes	3+4=7	True	True	True	True
179	0	claude-3-5-sonnet-20240620	0	14	1	False	True	True	True	0	0.12315726	1.3464456	True	True	True	True	RP	kyllä	3+4=7	True	True	True	True
180	0	claude-3-5-sonnet-20240620	0	15	0	False	True	True	True	0	0.5680752	1.5451121	True	True	True	True	TURP	yes	4+4=8	True	True	True	True
181	0	claude-3-5-sonnet-20240620	0	15	1	False	True	True	True	0	0.21589303	1.2739985	True	True	True	True	TURP	kyllä	4+4=8	True	True	True	True
182	0	claude-3-5-sonnet-20240620	0	16	0	False	True	True	True	0	0.788815	1.2128315	True	True	True	True	biopsy	yes	3+4=7	True	True	True	True
183	0	claude-3-5-sonnet-20240620	0	16	1	False	False	False	True	7	0.10949063	1.3850005	True	True	True	True	biopsy	kyllä	3+4=7	True	True	True	True
